POLYMER_USED,DRUG,WATER_PH,CONCENTRATION,CAPACITY,SOURCE
Polyamide 4/6 Nanofibers,Sulfamethoxazole,8.2,0.01881,0.33024,interpolated
Polyamide 4/6 Nanofibers,Sulfamethoxazole,8.2,0.0217,0.53387,interpolated
Polyamide 4/6 Nanofibers,Sulfamethoxazole,7.0,0.0246,0.7375,https://link.springer.com/article/10.1007/s11270-023-06281-0
Polyamide 4/6 Nanofibers,Sulfamethoxazole,8.2,0.02487,0.63358,interpolated
Polyamide 4/6 Nanofibers,Sulfamethoxazole,8.2,0.02513,0.52966,interpolated
Polyamide 4/6 Nanofibers,Sulfamethoxazole,7.0,0.0254,0.4257333333,https://link.springer.com/article/10.1007/s11270-023-06281-0
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,2.247e-05,6.005e-05,https://link.springer.com/article/10.1007/s11270-023-06281-0
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,5e-05,0.00012,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,8e-05,0.00017,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.0001124,0.0002249933,https://link.springer.com/article/10.1007/s11270-023-06281-0
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00015,0.00031,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.0002,0.0004,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.0002388,0.00049405,https://link.springer.com/article/10.1007/s11270-023-06281-0
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00025,0.00055,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00026,0.0006,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.0002781,0.0006556,https://link.springer.com/article/10.1007/s11270-023-06281-0
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00029,0.00073,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.0003,0.00079,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.0003062,0.0008643333,https://link.springer.com/article/10.1007/s11270-023-06281-0
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00084,0.0224,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00138,0.04394,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,7.0,0.001922,0.0654733333,https://link.springer.com/article/10.1007/s11270-023-06281-0
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00245,0.07987,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00299,0.09427,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,7.0,0.00352,0.1086666667,https://link.springer.com/article/10.1007/s11270-023-06281-0
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00475,0.19915,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00598,0.28964,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,7.0,0.007217,0.3801283333,https://link.springer.com/article/10.1007/s11270-023-06281-0
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00732,0.39799,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,8.2,0.00742,0.41586,interpolated
Polyamide 4/6 Nanofibers,Trimethoprim,7.0,0.007517,0.4337283333,https://link.springer.com/article/10.1007/s11270-023-06281-0
Polyaniline-coated magnetic nanoparticles,Diclofenac,4.0,25.0,34.43,https://link.springer.com/article/10.1007/s41742-025-00825-4
Polyaniline-deposited cellulose fiber composite,Meloxicam,2.0,2.0,169.5,https://link.springer.com/article/10.1007/s41742-025-00825-4
Polyaniline/Graphene Oxide Based Nanocomposites,Ciprofloxacin,6.0,100.0,106.38,https://link.springer.com/article/10.1007/s41742-025-00825-4
Polypyrrole functionalized Calotropis gigantea fiber (PPy-O-CGF),Ciprofloxacin,6.0,100.0,76.61,https://link.springer.com/article/10.1007/s41742-025-00825-4
Polypyrrole functionalized Calotropis gigantea fiber (PPy-O-CGF),Enrofloxacin,6.0,100.0,78.27,https://link.springer.com/article/10.1007/s41742-025-00825-4
Polypyrrole functionalized Calotropis gigantea fiber (PPy-O-CGF),Norfloxacin,6.0,100.0,68.9,https://link.springer.com/article/10.1007/s41742-025-00825-4
Polypyrrole/Zinc oxide (PPy/ZnO),Paracetamol,7.0,5.0,25.51,https://link.springer.com/article/10.1007/s41742-025-00825-4
Porous graphene oxide-chitosan aerogel (PGO-CS),Tetracycline,9.0,2000.0,1470.0,https://link.springer.com/article/10.1007/s41742-025-00825-4
Pristine graphene,Sulfamethoxazole,2.0,100.0,239.0,https://link.springer.com/article/10.1007/s41742-025-00825-4
Pristine polypyrrole,Diclofenac,6.0,1.5,221.23,https://link.springer.com/article/10.1007/s41742-025-00825-4
Pristine polypyrrole,Moxidectin,6.0,1.5,87.46,https://link.springer.com/article/10.1007/s41742-025-00825-4
Rape straw biomass fiber/β-Cyclodextrin/Fe3O4,Ibuprofen,6.0,100.0,48.0,https://link.springer.com/article/10.1007/s41742-025-00825-4
Thiourea-dioxide-reduced magnetic graphene oxide (TDMGO),Tetracycline,4.0,100.0,1233.0,https://link.springer.com/article/10.1007/s41742-025-00825-4
Vinylpyridine,diclofenac,6.0,2.0,0.0728,https://link.springer.com/article/10.1007/s11356-022-19130-0
Vinylpyridine,ibuprofen,6.0,2.0,0.0789,https://link.springer.com/article/10.1007/s11356-022-19130-0
Vinylpyridine,naproxen,6.0,2.0,0.0798,https://link.springer.com/article/10.1007/s11356-022-19130-0
ZnO-MgO nanocomposites,Linezolid antibiotic,10.0,100.0,140.28,https://link.springer.com/article/10.1007/s41742-025-00825-4
polyPhOx,Aspirin,8.2,10.0,0.1865,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Aspirin,8.2,15.0,0.23833,interpolated
polyPhOx,Aspirin,8.2,20.0,0.29017,interpolated
polyPhOx,Aspirin,8.2,25.0,0.342,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Aspirin,8.2,33.33333,0.4456,interpolated
polyPhOx,Aspirin,8.2,41.66667,0.5492,interpolated
polyPhOx,Aspirin,8.2,50.0,0.6528,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Aspirin,8.2,66.66667,1.0052,interpolated
polyPhOx,Aspirin,8.2,83.33333,1.3576,interpolated
polyPhOx,Aspirin,8.2,100.0,1.71,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Aspirin,8.2,133.33333,2.28333,interpolated
polyPhOx,Aspirin,8.2,166.66667,2.85667,interpolated
polyPhOx,Aspirin,8.2,200.0,3.43,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Ibuprofen,8.2,25.0,9.728,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Ibuprofen,8.2,33.33333,10.74533,interpolated
polyPhOx,Ibuprofen,8.2,41.66667,11.76267,interpolated
polyPhOx,Ibuprofen,8.2,50.0,12.78,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Ibuprofen,8.2,66.66667,16.97667,interpolated
polyPhOx,Ibuprofen,8.2,83.33333,21.17333,interpolated
polyPhOx,Ibuprofen,8.2,100.0,25.37,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Ibuprofen,8.2,133.33333,27.65667,interpolated
polyPhOx,Ibuprofen,8.2,166.66667,29.94333,interpolated
polyPhOx,Ibuprofen,8.2,200.0,32.23,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Indomethacin,8.2,10.0,1.144,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Indomethacin,8.2,15.0,1.39833,interpolated
polyPhOx,Indomethacin,8.2,20.0,1.65267,interpolated
polyPhOx,Indomethacin,8.2,25.0,1.907,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Indomethacin,8.2,33.33333,2.86067,interpolated
polyPhOx,Indomethacin,8.2,41.66667,3.81433,interpolated
polyPhOx,Indomethacin,8.2,50.0,4.768,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Indomethacin,8.2,66.66667,5.65833,interpolated
polyPhOx,Indomethacin,8.2,83.33333,6.54867,interpolated
polyPhOx,Indomethacin,8.2,100.0,7.439,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Indomethacin,8.2,133.33333,11.57267,interpolated
polyPhOx,Indomethacin,8.2,166.66667,15.70633,interpolated
polyPhOx,Indomethacin,8.2,200.0,19.84,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Metoclopramide,8.2,10.0,0.07254,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Metoclopramide,8.2,15.0,0.09326,interpolated
polyPhOx,Metoclopramide,8.2,20.0,0.11398,interpolated
polyPhOx,Metoclopramide,8.2,25.0,0.1347,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Metoclopramide,8.2,33.33333,0.18653,interpolated
polyPhOx,Metoclopramide,8.2,41.66667,0.23837,interpolated
polyPhOx,Metoclopramide,8.2,50.0,0.2902,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Metoclopramide,8.2,66.66667,0.49053,interpolated
polyPhOx,Metoclopramide,8.2,83.33333,0.69087,interpolated
polyPhOx,Metoclopramide,8.2,100.0,0.8912,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Metoclopramide,8.2,133.33333,1.3298,interpolated
polyPhOx,Metoclopramide,8.2,166.66667,1.7684,interpolated
polyPhOx,Metoclopramide,8.2,200.0,2.207,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Oestradiol,8.2,10.0,3.243,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Oestradiol,8.2,15.0,3.94233,interpolated
polyPhOx,Oestradiol,8.2,20.0,4.64167,interpolated
polyPhOx,Oestradiol,8.2,25.0,5.341,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Oestradiol,8.2,33.33333,5.786,interpolated
polyPhOx,Oestradiol,8.2,41.66667,6.231,interpolated
polyPhOx,Oestradiol,8.2,50.0,6.676,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Oestradiol,8.2,66.66667,14.304,interpolated
polyPhOx,Oestradiol,8.2,83.33333,21.932,interpolated
polyPhOx,Oestradiol,8.2,100.0,29.56,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Oestradiol,8.2,133.33333,38.52667,interpolated
polyPhOx,Oestradiol,8.2,166.66667,47.49333,interpolated
polyPhOx,Oestradiol,8.2,200.0,56.46,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Pyramidone,8.2,10.0,0.1347,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Pyramidone,8.2,15.0,0.1416,interpolated
polyPhOx,Pyramidone,8.2,20.0,0.1485,interpolated
polyPhOx,Pyramidone,8.2,25.0,0.1554,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Pyramidone,8.2,33.33333,0.15887,interpolated
polyPhOx,Pyramidone,8.2,41.66667,0.16233,interpolated
polyPhOx,Pyramidone,8.2,50.0,0.1658,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Pyramidone,8.2,66.66667,0.2418,interpolated
polyPhOx,Pyramidone,8.2,83.33333,0.3178,interpolated
polyPhOx,Pyramidone,8.2,100.0,0.3938,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyPhOx,Pyramidone,8.2,133.33333,0.53543,interpolated
polyPhOx,Pyramidone,8.2,166.66667,0.67707,interpolated
polyPhOx,Pyramidone,8.2,200.0,0.8187,https://www.researchgate.net/publication/384556501_2-Oxazoline-Based_Polymer_for_Pharmaceutical_Products_Adsorption_in_Aqueous_Media
polyethylene,atorvastatin,7.8,0.5,0.0691,https://www.sciencedirect.com/science/article/pii/S0048969721071473
polyethylene,carbamazepine,7.8,0.5,0.0837,https://www.sciencedirect.com/science/article/pii/S0048969721071473
polyethylene,fluoxetine,7.8,0.5,0.362,https://www.sciencedirect.com/science/article/pii/S0048969721071473
polyethylene,ketamine,7.8,0.5,0.0809,https://www.sciencedirect.com/science/article/pii/S0048969721071473
polyethylene,propranolol,7.8,0.5,0.186,https://www.sciencedirect.com/science/article/pii/S0048969721071473
polyethyleneimine,Congo red,6.0,300.0,105.0,https://link.springer.com/article/10.1007/s13369-023-08604-z
polyethyleneimine,Congo red,6.0,375.0,70.7,interpolated
polyethyleneimine,Congo red,6.0,450.0,36.4,interpolated
polyethyleneimine,Congo red,6.0,525.0,2.1,https://link.springer.com/article/10.1007/s13369-023-08604-z
polyethyleneimine,Congo red,6.0,583.33333,2.33333,interpolated
polyethyleneimine,Congo red,6.0,641.66667,2.56667,interpolated
polyethyleneimine,Congo red,6.0,700.0,2.8,https://link.springer.com/article/10.1007/s13369-023-08604-z
polyethyleneimine,Congo red,6.0,933.33333,3.73333,interpolated
polyethyleneimine,Congo red,6.0,1166.66667,4.66667,interpolated
polyethyleneimine,Congo red,6.0,1400.0,5.6,https://link.springer.com/article/10.1007/s13369-023-08604-z
