PSMILES,min_logd_pH_7.0,max_logd_pH_7.0,min_logd_pH_7.0_H,max_logd_pH_7.0_H,min_logd_pH_7.0_C,max_logd_pH_7.0_C,min_logd_pH_7.0_O,max_logd_pH_7.0_O
*CCCCOCCOc1ccc(-n2c(C)c(CCCC(=O)OCCCOc3ccc(/C=C/c4ccc(O*)cc4)cc3)cc2)cc1,,,7.560220000000009,8.19222000000001,8.885320000000004,8.885320000000004,7.310820000000009,7.310820000000009
*[Si](*)(C)c1cc(Cl)ccc1,,,1.1822,1.1822,2.885200000000001,2.885200000000001,0.6036,0.6036
*CCCNC(=O)CNCCCCCCCCCCCNC(=O)C(=O)N*,,,0.18840000000000318,1.2146000000000006,0.8392000000000027,1.8654000000000004,-0.819099999999997,0.20710000000000334
*/C=C(/*)c1c(Cl)c(OCCC)c(N)cc1,,,3.354000000000002,3.354000000000002,4.1342000000000025,4.1342000000000025,3.125400000000001,3.125400000000001
*CC(CC)CCSCCCCS*,,,3.8658000000000032,3.8658000000000032,4.689100000000004,4.689100000000004,3.114600000000001,3.114600000000001
c1ccc(cc1)CCC(=O)Nc2c3c(ncn2)C#N,,,,,,,,
*CCCCCC(=O)OCCOCCOC(=O)COC(=O)CCCCCCCC(=O)OCCCCCNC(=O)OCCCCC(=O)O*,,,3.3035000000000023,3.3035000000000023,5.116700000000004,5.116700000000004,3.5422000000000042,3.5422000000000042
COc1ccc(cc1)o2)C(=O)NCS(=O)(=O)C2=S,,,,,,,,
*CCOC(=O)CCCCCCCCC(=O)Oc1ccc(-c2ccc(O*)cc2)cc1,,,5.016500000000004,5.6485000000000065,6.341600000000007,6.341600000000007,4.767100000000005,4.767100000000005
c1cc(ccc1[nH]2)[C@@H](C(=O)N2CC(=O)[C@@H](C2=O)c3ccccc3)OC(=O)N,,,,,,,,
CC1=C([C@@H](NC(=O)N1)c2ccccc2)c3ccccc3,3.471700000000001,3.471700000000001,,,,,,
*CCN(CCCCCCCCC)C(=O)C(*)=O,,,1.3673,2.7844000000000015,2.1475,3.564600000000002,-1.109299999999997,0.3078000000000006
*OC(=O)CCOc1ccccc1OC(=O)c1ccc(S(=O)(=O)c2ccc(*)cc2)c(SCCCC)c1,,,4.149600000000003,4.149600000000003,5.8811200000000055,5.8811200000000055,4.489500000000002,5.121500000000005
CCc1cc2c(sc([nH]c2c1NC(=O)Nc3ccc(c(c3)[N+](=O)[O-])C(C)C)C)c(C)C,,,,,,,,
*Oc1ccc(NC(=O)CCCCc2ccc(/N=N/c3ccc(-c4ccc(C(*)=O)cc4)cc3)cc2)cc1C(F)(F)F,,,8.025400000000005,8.657400000000003,9.350499999999998,9.350499999999998,7.354600000000006,7.354600000000006
*CC[Sn](C)(C)CCOC(=O)c1ccc(C(C)(C)c2cccc2)cc1*,,,,,,,,
c1ccc(cc1)CCSc2nnc(s2)SCC(=O)NCc3nc(s3)N4CCCCCC4,,,,,,,,
*CC(*)(F)C(=O)OCCCCCCCCCCCCCCOc1ccc(/C=N/c2ccc(-n3c(=O)n(*)o3)cc2)cc1,,,7.099500000000009,7.470400000000009,8.261000000000008,8.261000000000008,5.473500000000007,5.582100000000008
*CCCCOC(=O)Cc1ccc(OC(=O)c2ccc(C(=O)O*)cc2)cc1,,,2.1551,2.1551,3.9683000000000037,3.9683000000000037,2.393800000000001,2.393800000000001
CCc1cc(ccc1S(=O)(=O)/C=N/NC(=O)c2ccc(cc2)OC,,,,,,,,
*CC(*)C(=O)OCCCCCCOCC,,,2.536500000000001,2.536500000000001,3.172600000000002,3.172600000000002,0.4797000000000003,0.4797000000000003
*CCCSCCCSC(=O)NCCCCCSc1nn(CCCNC(=O)CCCCC)c(C(=O)N*)c(F)n1,,,,,,,,
CC1=C([C@H](N2C(=C(Oc3ccccc3[O-])C#N)(C)Cc4cccc4c3Cl)C(=O)N1=O,,,,,,,,
CC(C)(C)Cc1ncc(s1)NC(=O)NCc2ccccc2,4.053400000000003,4.053400000000003,,,,,,
CCOC(=O)N(C)C1CCC1,0.21009999999999995,1.6272,,,,,,
*CC(*)(C)C(=O)NCCCCCCCCCCCCCCNC(=O)C(C)C,,,5.212000000000005,5.212000000000005,5.992200000000007,5.992200000000007,3.299300000000002,3.299300000000002
Cc1c(sc2c1c(c(n2)C(=O)Nc3ccc(cc3)O)NC(=O)C)C,,,,,,,,
*CC(OCCOC(=O)NCCCCCCCCCCCNC(=O)c1cccc1C(=O)O*)CN(C)C,,,,,,,,
*CCCCCC(CCC)CC(=O)OCCc1ccc(O*)c(Br)c1,,,4.995100000000005,5.627100000000007,6.320200000000007,6.320200000000007,4.745700000000005,4.745700000000005
*C#CCCCOc1ccc(-c2ccc(/C=C/c3ccc(O*)c(CCC(C)(C)C)c3)cc2)cc1,,,7.368500000000007,8.000500000000008,8.693600000000004,8.693600000000004,7.846900000000008,7.846900000000008
*CCOCC(=O)SSCCCCCCCCOc1cc(C(=O)CCCCCCCCCCCCCCCCC=*)cc1,,,,,,,,
Cc1ccc(c(c1)OC)C2=NC(=O)N(C2=O)CC(=O)NCC(=O)[O-],-2.7960799999999963,-1.3789799999999985,,,,,,
c1ccc2c(c1)ccc(cc2)Nc3ccnc3C(=O)NC4CCCC4,,,,,,,,
*CCCCCCCCCCC(=O)NCCCCNC(=O)c1ccc(NC(=O)CCCNC(=O)c2ccc(C(=O)Nc3ccc(C(=O)N*)cc3)cc2)cc1,,,6.343500000000004,6.343500000000004,6.994300000000005,6.994300000000005,5.336000000000003,5.336000000000003
c1ccc2c(c1)[C@@H](SC2=O)(=O)c3ccccc3,,,,,,,,
*Oc1ccc(-c2ncc(Oc3cc(Oc4cccc(/C=N/c5ccc(C(=O)Nc7ccc(C(*)=S)(=O)O)cc6)cc4)cc3)cc2)cc1,,,,,,,,
*O[Si](C)(CCc1ccc(OC(*)=O)c2ccc(C(C#N)C)cc2)cc1)C(=O)Oc1ccc(OC(=O)c2cc(-c3ccccc3)cc2)cc1,,,,,,,,
CC(C)c1nnc(n1)NC(=O)Cc2cc3ccccc3[nH]c2=O,,,,,,,,
*CCN(C)C(=O)CCCCCCC(=O)NCCCCCCCCN*,,,1.086900000000002,3.2208000000000006,1.4283000000000021,3.8716000000000026,-0.22999999999999543,2.213299999999999
Cc1ccc2c(c1)c(n[nH]2)[C@H]3C(=C(C(C3=O)C#N)N)C,0.8223999999999999,1.9101000000000004,,,,,,
c1ccc2c1-c(c3c(s2)c4ccc(cc4cc3C(F)(F)F)O,,,,,,,,
*Nc1cc(NC(=O)c2ccccc2C(=O)NCCNc2ccc(C(*)=O)cc2C(=O)Oc2ccc(C(=O)OCCC)cc2)cc1,,,,,,,,
CCOC(=O)c1c(oc1c(=O)[nH]c1=O)c2ccccc2Cl,,,,,,,,
CCOc1ccccc1NC(=O)c2ccc(cc2)C#C(=O)N,,,,,,,,
Cc1cc2cn1c(c(=O)CC(C2=O)N(C)C(=O)OC)C,,,,,,,,
*[Sn]c1cc(OCCOC(*)(CCC)C)cc1,,,,,,,,
*CCCCCCCOC(=O)CCCCc1ccc(O*)cc1,,,3.9866000000000037,4.618600000000005,5.311700000000005,5.311700000000005,3.7372000000000036,3.7372000000000036
*OCCCCCCCOc1ccc(/C=N/c2nc(C#N)ccc2C(=O)O*)cc1,,,2.38898,2.38898,4.466180000000004,4.466180000000004,4.152580000000003,4.152580000000003
Cc1ccc(cc1)NC(=O)/C=N/NC1=O,,,,,,,,
C[C@@H](C(=O)N1C[C@H]2C[C@]1(n3c(n2)CC(CC3)C)CC(=O)NC3=O,,,,,,,,
c1cc(cc(c1)NC(=O)[C@H]2Oc3cccc(c3)N)F,,,,,,,,
*CCCCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCC(=O)N*,,,8.360300000000008,8.360300000000008,9.011100000000004,9.011100000000004,7.352800000000008,7.352800000000008
*c1cc(C(*)C)c(OC(OC)COC)c(OC)c1,,,2.2553,2.2553,3.1247200000000017,3.1247200000000017,0.8197999999999999,1.4518
Cc1cc(ccc1NC(=O)/C=C/c2ccc(cc2)[N+](=O)[O-])Cl,4.208520000000003,4.208520000000003,,,,,,
c1ccc2c(c1)c(n(n2)CC(=O)Nc3ccccc3)c4cccc4Cl,,,,,,,,
*/C=C(/*)C(CC)CCCCCO[Si](*)(C)C,,,3.759000000000003,3.759000000000003,5.390700000000005,5.390700000000005,3.241100000000001,3.241100000000001
*CCCS(=O)(=O)CNCCNC(=O)c1ccccc1C(=O)OC(=O)O*,,,-1.7377999999999962,-0.7115999999999971,0.07540000000000191,1.1016000000000004,-1.4990999999999988,-0.4728999999999996
CC1=NNN(CC1)C(=O)c2ccccc2F,0.13500000000000045,1.5520999999999998,,,,,,
*CCCCCCCCCOC(=O)c1ccc(*)cc1CCCCCCC,,,7.1069000000000075,7.1069000000000075,7.805420000000008,7.805420000000008,5.152900000000005,5.784900000000007
*/C=C/C(C)OCC(=O)c1c(C(O)CCCCCC)c(C)(C)c(C(C)c2ccc(*)c2)cc1)C(=O)OC,,,,,,,,
*O[Si](*)(C)CCCC,,,1.1323999999999999,1.1323999999999999,2.638000000000001,2.638000000000001,1.3403999999999998,1.3403999999999998
*CC(*)(C)CC(=O)OC(F)(F)F,,,2.0955,2.0955,2.875700000000001,2.875700000000001,0.18280000000000007,0.18280000000000007
*Nc1c(C)cc(C(=O)NNC(=O)CCSCCCCCCNC(=O)CC(*)=O)cc1C,,,3.603740000000001,3.603740000000001,4.453340000000004,4.453340000000004,2.373639999999999,2.373639999999999
*O[Si](C)(C)CCCCCCOc1ccccc1/C=C/C=C/CCC(=O)O*,,,3.9227000000000025,3.9227000000000025,5.9999000000000065,5.9999000000000065,5.686300000000005,5.686300000000005
c1cc(ccc1/C=C/NC(=O)c2ccon2)Cl,2.728700000000001,2.728700000000001,,,,,,
*CC(*)c1ccc(OCCOC(=O)c2ccc(/C=C/Oc3ccc(OCCCCCCCCCCCCCCCCC)cc3)cc2)cc1,,,11.784699999999987,11.784699999999987,12.735799999999982,12.735799999999982,10.247999999999994,10.247999999999994
*CCCCCCNC(=O)CCCCC(*)=O,,,2.4422000000000006,2.4422000000000006,3.222400000000002,3.222400000000002,-0.034400000000000375,-0.034400000000000375
COc1ccc(cc1Cl)CCC(=O)N2CCN(CC2)c3ccccc3,2.2128999999999994,3.6300000000000026,,,,,,
Cc1c(nn2c1SCC(=O)N(C[C@H]2Cc3ccc(s3)C)OC)C,1.73226,3.1493600000000015,,,,,,
Cc1c2c(ccc(cc2[nH]1)NC(=S)Nc3ccc(cc3)OC)c4ccc(cc4)OC,5.550120000000004,5.921020000000004,,,,,,
*C(=O)NOc1ccccc1,,,1.5105,1.5105,1.9006,1.9006,-0.08670000000000022,-0.08670000000000022
*Oc1ccc(C(=O)c2ccc(OC(=O)c3ccc(Oc4ccc(Oc5ccc(*)cc5)cc4)cc3)cc2)c1,,,,,,,,
CCOc1ccc(cc1)C(=O)N/N=C/c2ccc(cc2)Cl,4.286700000000003,4.286700000000003,,,,,,
Cn1c(sc(n1)SCC(=O)N)NC(=S)Nc2ccccc2OC,,,,,,,,
*CCCNC(=O)COC(=O)NNC(=O)c1ccc(C(=O)O*)cc1OCCCCCCCCCCCC,,,4.815200000000004,4.815200000000004,6.628400000000007,6.628400000000007,5.053900000000005,5.053900000000005
*NC(CNCCCOC(=O)CCCCCC(=O)NCCCCC)C1*,,,,,,,,
Cc1ccc(cc1NS(=O)(=O)c2ccc(cc2)Cl)CC,4.011620000000002,4.6049200000000035,,,,,,
*CC(*)(C)C(=O)OCc1ccc(OC(C)C)cc1,,,3.173000000000002,3.173000000000002,3.9532000000000034,3.9532000000000034,1.2603,1.2603
*Nc1ccc([Si](*)(C)C)cc1,,,0.9625000000000001,0.9625000000000001,2.2735000000000003,2.2735000000000003,0.8920999999999999,0.8920999999999999
CCOC(=O)C(=O)Nc1cccnc1,0.5832000000000002,0.5832000000000002,,,,,,
c1cc(ccc1[C@H]2CC(=O)N=C([C@@H]2c3ccc(c3)Br)C(F)(F)F)C(F)(F)F,,,,,,,,
*O[Si](C)(C)[Si](C)(C)O[Si](C)(C)[Si](C)(C)[Si](C)(C)O[Si](C)(C)O[Si](C)(C)CCC(C)(C)(C)c1ccccc1C(F)(F)(F)F,,,,,,,,
*Nc1ccc(/C(C)CCCCOc2ccc(Oc3ccc(C(*)=O)cc3)cc2)cc1,,,6.226400000000007,6.226400000000007,7.076000000000008,7.076000000000008,4.996300000000003,4.996300000000003
c1cc(sc1)C[NH+]2CC[NH+](CC2)C(=O)Nc3ccc(cc3)F,0.40270000000000006,3.236900000000002,,,,,,
*CCCCCOCC(CCOc1ccc(C(=O)OCCCC(=O)O*)cc1)OCCCCCCCCCCCCCCCCOC(=O)SCC,,,9.085500000000003,9.085500000000003,10.898699999999995,10.898699999999995,9.324200000000001,9.324200000000001
*Oc1ccc2c(c1)cc(/C=C(\CC#N)=C=*)cc1CC,,,,,,,,
CC1=C([C@@H](C2=C(N(C3=O)c4ccccc4N3C3=O)NC[C@@H]1C)C(=O)N)C(C)[O-],,,,,,,,
*/C=C(/*)c1ccc(/N=C/c2ccc(C(=O)OCCCCOc3ccc(Nc4cc([N+](=O)[O-])cc4)cc3)cc2)cc1,,,,,,,,
CC[PH](C)(CO)OC(=O)C1\C[NH+](C1)c2ccc(cc2)Cl,2.583800000000001,2.583800000000001,,,,,,
*CCCNC(=O)Cc1ccc(C(*)=O)cc1,,,1.5677999999999999,1.5677999999999999,2.3480000000000008,2.3480000000000008,-0.9088000000000003,-0.9088000000000003
*CCCOCCO*,,,0.40530000000000005,0.40530000000000005,1.4495,1.4495,-0.12500000000000006,-0.12500000000000006
*/C=C/CCCCC(*)[Si](C)(C)CC1,,,,,,,,
*/C=C/C(CC)C[Si](C)(C)CCOC(C)C(CC)C(COc1cccc(C(=O)N*)c(C)c1)OCOCC,,,,,,,,
*CCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC(=O)O*,,,6.881600000000007,6.881600000000007,8.694800000000006,8.694800000000006,7.120300000000008,7.120300000000008
Cc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)[N+](=O)[O-],2.7040200000000008,3.297320000000002,,,,,,
*/C=C/C(*)(CCC)C(C)C,,,3.2447000000000017,3.2447000000000017,4.024900000000003,4.024900000000003,2.2453000000000003,2.2453000000000003
*Oc1cccc(CC(NC(=O)NCNc2ccc(Cc3cc(SC(*)=O)cc3)C(C)(C)c3C)cc2)c1,,,,,,,,
Cc1ccccc1SCC(=O)OCC,2.650220000000001,2.650220000000001,,,,,,
CCOc1cc(c(c1OC)O)OC(=O)c2cc3c(s2)CO3,,,,,,,,
*Nc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)Nc3ccccc3*)cc2)c1,,,,,,,,
Cc1cccc(c1)Nc2cc(ns2)[C@H]3[C@@H](C[C@@H](C3=O)C)C#N,4.027400000000003,4.027400000000003,,,,,,
*CCCCCCC(=O)CCCCCCCCCCCCC(=O)OCCCCCCCCOC(=O)c1ccc(C(=O)O*)cc1,,,8.311400000000008,8.311400000000008,10.124599999999996,10.124599999999996,8.550100000000008,8.550100000000008
CCOC(=O)c1ccccc1/C=C\2/Cc3cc(o3)Nc4cccc4Br,,,,,,,,
Cc1ccc(c(c1)OC[C@@H](CO)[NH2+][C@H](C)Cc2cccs2)c3nnco3,2.04082,3.067020000000001,,,,,,
*CC(*)(C#N)C(=O)NCCn1cc2cc(C)c(C(=O)OCCCCCCCCCCCCCCCCCCCCCCCCCCCCC)cc2)cc1,,,,,,,,
CC(=O)c1cc(cc(c1NC(=O)c2ccc(cc2)I)C)C=C,4.6975200000000035,4.6975200000000035,,,,,,
CC1=C/(/C(=C/N(CC#N)/C)/C=C/c2ccc(cc2)OC)/SC1=S,,,,,,,,
*CCCC(=O)NCC1CSSCCCCCNC(=O)O*,,,,,,,,
Cn1c(nc2c1c(ncn2)SCl)SCCCC(=O)NC3CCCCC3,3.9304000000000023,3.9304000000000023,,,,,,
*CCCCCCCCCCCCCCCCCCCOc1ccc(C(=O)OCCN(*)C)cc1,,,7.067000000000007,8.093200000000008,7.408400000000007,8.825500000000003,5.750100000000007,7.16720000000001
*CCCCCCCCOC(=O)CCCS(*)(=O)C(C)C,,,3.2920000000000025,3.2920000000000025,4.115300000000004,4.115300000000004,2.5408000000000013,2.5408000000000013
*Oc1ccc(C(C)(C)c2ccc(OC(=O)Cc3ccc(-c4cc(OCC(*)=O)cc4)cc3)cc2)c(OC)c1,,,,,,,,
*c1ccc(OCCN(CC)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,,,4.623600000000004,4.623600000000004,5.322120000000005,5.322120000000005,2.2481999999999998,2.880200000000001
Cc1ccc2cc(c1)Sc3c(n[nH]n2)CCCC3,,,,,,,,
COc1cccc(c1OC)S(=O)(=O)c2ccc(cc2)Cl,3.1900000000000013,3.1900000000000013,,,,,,
*CCN(*)C(=O)c1ccccc1C(=O)NCCCCCCCC,,,3.526600000000002,3.526600000000002,2.841800000000001,4.258900000000003,2.6006000000000014,2.6006000000000014
*CCCCCCOC(=O)Oc1ccc(-c2ccc(OCCCC(C)NC(=O)NCCCCCO*)cc2Oc1cc([N+](=O)[O-])cc1,,,,,,,,
Cc1c(cccc1C)S(=O)(=O)Nc2ccc(s2)C)C(=O)NC3CCCC3,,,,,,,,
*OC(=O)c1ccc(NC(=O)CCCCC(C)C)c2ccc(C(*)=O)cc2)cc1OC(=O)C,,,,,,,,
*CC(O)COc1ccc(C(=O)Nc2ccc(O*)c(Cc3cccc3)cc2)c(OCC)c1,,,,,,,,
*OCCCCCCCCOc1ccc(/C=C/c2ccc(O*)cc2)cc1,,,4.642300000000005,5.274300000000006,6.231400000000006,6.231400000000006,5.917800000000005,5.917800000000005
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)c1ccc(/N=N/c2ccc(-c3cc(NC(=O)c5ccc(*)cc5)cc4C4=N)cc3)ccc2[C@H]5cc(-)c1,,,,,,,,
c1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)Br,3.249900000000001,3.843200000000002,,,,,,
*CC(*)(C)C(=O)Oc1ccc(C(F)(F)C(F)(F)F)c([N+](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)C(F)(F)C,,,,,,,,
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,,,3.4280000000000026,4.060000000000003,4.753100000000004,4.753100000000004,2.7572,2.7572
*CCCC(=O)Oc1ccc(C(*)=C(C)C)cc1,,,3.8153000000000024,3.8153000000000024,4.595500000000004,4.595500000000004,2.673400000000001,2.673400000000001
c1ccc2c(c1)CCCN2C(=O)c3ccc(nc3)c4cc(cc4)Br,,,,,,,,
c1cc(cc(c1)[N+](=O)[O-])C(=O)Nc2ccccc2,2.847100000000001,2.847100000000001,,,,,,
CCn1c(nnc1SCC(=O)Nc2ccc(cc2)Br)[O-],1.8648999999999993,2.4969,,,,,,
c1ccnc1OCC(=O)N2C(=CC2)/N=C/c3c(cccc3)O,,,,,,,,
Cc1ccc(c(c1)C(=O)NC2CCCC3)CCC2,,,,,,,,
c1ccc(c(c1)c2ccc(cc2)I)NC(=O)c3c(os3)CC(F)(F)(F)F,,,,,,,,
c1n[nH]c(n1)NC(=O)CC(=O)Nc2ccc(cc2)C#N,0.2727799999999994,0.6436799999999996,,,,,,
*CCCCCCCCC(C)(CCCO)C(=O)CC(*)=O,,,3.6739000000000024,3.6739000000000024,4.454100000000004,4.454100000000004,1.1972999999999998,1.1972999999999998
*CCCCCOCC(=O)NCCCCCCNC(=O)c1cc(/N=N/c2ccc(/N=N/c3ccc(O*)cc3)cc2)cc1OCCOCCCCOCCCCOCOCCOC,,,,,,,,
*Nc1c(Cl)cc(*)c(OCCC)c1O,,,1.7846,2.4166000000000003,2.5525200000000003,3.1845200000000013,1.0770999999999997,2.3410999999999995
CC[C@@H]1CCOc2c1nc3c2ccccc3c1=O,,,,,,,,
Cc1c(cc(c1OC)OCC)C(=O)NCCCc2ccccc2[N+](=O)[O-],,,,,,,,
*CC(*)C(=O)OCCOCc1cccc(C(=O)Oc2ccc(C(=O)OCCCCCCCCCCCCCCC)c2)cc1,,,,,,,,
*/C=C(\C#*)CCCCCCC,,,,,3.9264000000000028,3.9264000000000028,,
c1ccc(c(c1)[C@H](CC(=O)[O-])OC)Nc2ccccc2[N+](=O)[O-],2.1658999999999997,2.1658999999999997,,,,,,
*/N=C(\*)c1ccc(C(=O)OCCCCCC)cc1,,,3.4213700000000022,3.4213700000000022,3.8625000000000034,3.8625000000000034,3.1175000000000006,3.1175000000000006
COc1ccc(cc1)/C=C/2\C(=O)NS(=O)(=S)N[C@@H]3CCO3,,,,,,,,
*Oc1ccc(C(=O)OCCOc2ccc(/C=N/c3ccc(OCC=C/c4cc(/C=N/c5ccc(C(*)=O)c(C(=O)c5)cc4)cc3)cc2)cc1,,,,,,,,
CCS(=O)(=O)c1c(sc1N(C)CC)S(=O)(=O)N2CCSC2,,,,,,,,
*CC(*)C[C@@H](=O)OC(C)OC,,,,,,,,
Cc1ccc(cc1)N)/C=C/c2cc(s(c2C#N)c3ccccc3)C#N,,,,,,,,
*CCCOc1ccc(C(=O)Nc2ccc(Cc3ccc(NC(=O)OCCOCCOCCOc4ccc(C(*)=O)cc4)cc3C2)cc1,,,,,,,,
*/C=C/c1ccc(Oc2ccc(Oc3ccc(C(=O)CCCCC(*)=O)c4)cc3)c(C)c2C(C)(C)CCC,,,,,,,,
c1cc(ccc1c2cc(=O)[nH]c(n2)c3ccco3)Cl,2.979400000000002,3.3503000000000016,,,,,,
Cc1c(c(c(c1C(=O)C)C)/C(=N/N)/NC2=CCCC2)[O-],,,,,,,,
c1cc(c(cc1Cl)F)/C=C/2\C3=C(NCC3=O)c4cccc4C2,,,,,,,,
*CCC(=C(*)=OC[N+]([2H])(F)C(F)(F)F)C(F)(F)F,,,,,,,,
*CCCCCCCCNC(=O)Cc1ccc(CO*)cc1,,,3.198100000000002,3.198100000000002,4.242300000000004,4.242300000000004,2.667800000000001,2.667800000000001
c1c(c(c(c1)[C@@H]2C(=O)NC(=N2)C#N)c3ccccc3,,,,,,,,
*CC(*)C(=O)OCCS(=O)(=O)OCC(O)C(=O)NCc1cccc1,,,,,,,,
Cc1ccccc1N/N=C/C(=O)CCN(C)OC,0.4280200000000008,1.8451199999999994,,,,,,
c1ccc2cc(ccc2n1)SCc3ccccc3,4.527100000000003,4.527100000000003,,,,,,
Cc1cc(c(cc1)NC(=O)C2(CCCCC2)c3ccccc3,,,,,,,,
CC(C)NC(=O)c1ccc2ccccc2c1,2.9780000000000015,2.9780000000000015,,,,,,
*CC(*)C(=O)OCCCC(F)(F)F,,,2.2821000000000007,2.2821000000000007,2.9182000000000015,2.9182000000000015,0.22530000000000017,0.22530000000000017
*c1cc(CSSSSCCSS(*)=O)cc1,,,,,,,,
*Oc1ccc(Oc2ccc(S(=O)(=O)c3ccc(OC(=O)c4ccc(NC(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,,,5.856800000000004,6.488800000000007,7.100220000000006,7.100220000000006,5.708600000000004,6.340600000000005
*/C=C(/*)CC=O,,,0.7614,0.7614,1.5416,1.5416,0.5327999999999999,0.5327999999999999
CCOc1ccc(cc1NC(=O)[C@H]2[C@@H](CCC2=N)c3cccc3N)C(=O)c4ccccc4,,,,,,,,
COc1ccc(c(c1)C(=O)NC(=O)Nc2cccc(c2)Cl)O,2.3841,3.0161,,,,,,
Cc1c(nnc1NC(=O)/C=C/2\C(=O)N(C(=S)n2c3ccccc3C(F)(F)F)C,,,,,,,,
c1ccc(cc1)/C=N/NC(=O)C[C@@H]2CCC2,3.1110000000000015,3.1110000000000015,,,,,,
*CCOCCOCCOC(=O)CCCSCCCCNC(=O)CC*,,,2.4025,2.4025,3.1827000000000005,3.1827000000000005,0.34730000000000066,0.34730000000000066
c1ccc(cc1)c2c(nno2)NC(=O)NCc3ccco3,2.651300000000001,2.651300000000001,,,,,,
Cc1cc(c(o1)Cl)Nc2nnc(s2)C(=O)Nc3ccc(cc3)[N+](=O)[O-],3.997020000000001,3.997020000000001,,,,,,
*Nc1ccc(-c2ccc(/C=C/c3ccc(C(*)=O)cc3)cc2)cc1,,,4.918700000000003,4.918700000000003,5.768300000000005,5.768300000000005,3.688600000000002,3.688600000000002
Cc1ccc(c(c1)C)OC=C(C#N)O,2.605220000000001,2.605220000000001,,,,,,
*CCC(=O)NCc1c(C)cc(C(=O)NCCCCCC(=O)N*)c(C)c1SCC,,,3.2171400000000014,3.2171400000000014,3.8679400000000026,3.8679400000000026,2.2096400000000007,2.2096400000000007
*Oc1ccc(Oc2ccc(OCCCCCOC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,,,4.771100000000004,5.403100000000006,6.096200000000007,6.096200000000007,4.1003000000000025,4.1003000000000025
CCc1cccc(c1)NC(=O)COc2ccccc2NC(=O)OC,3.4448000000000016,3.4448000000000016,,,,,,
Cc1c(sc2c(n1)C(=O)c3cccc(c3)SC)C(=O)NC[C@@H]4CCO4,,,,,,,,
Cc1cc(ccc1n2c(nnn2)SCC(=O)N)[S-],0.45392,0.45392,,,,,,
CC1=C([C@@H](S2)CN(CC2=O)c3ccc(cc3)Cl)C(=O)Cn4c5cccc5n3ccc5,,,,,,,,
CC[C@@H](C)C(=O)Nc1c(nnn1)SC,,,,,,,,
COc1cccc(c1O)/C=N/N2C(=O)CC[C@H](C2=O)c3ccc(cc3)F,0.7574999999999998,2.8066000000000018,,,,,,
Cc1ccc(cc1)C(=O)NC(=O)CCO2,,,,,,,,
Cc1ccc(cc1S(=O)(=O)NCc2cn(c([nH]2)c3cccs3)O)C,,,,,,,,
*CCCCNC(=O)CCCCCOC(=O)Nc1ccc(Cc2ccc(C(=O)O*)c(OC)c2)cc1,,,3.6747000000000023,3.6747000000000023,5.487900000000005,5.487900000000005,3.913400000000002,3.913400000000002
COc1ccccc1NC(=O)CSC(=O)NC(=O)c2ccc(cc2)C,3.2253200000000017,3.2253200000000017,,,,,,
COc1cccc(c1NC(=O)CSc2nncs2)SC,2.9994000000000005,2.9994000000000005,,,,,,
*OC(=O)CC1CNCC(C(=O)NCCCCOC(=O)*)C1,,,-2.604699999999995,-1.5784999999999973,-0.791499999999997,0.23470000000000102,-2.151499999999995,-1.1252999999999977
*/C=C(/*)c1cc(CCCC)c(Cl)cc1O,,,3.399200000000003,4.031200000000004,4.179400000000003,4.8114000000000035,3.170600000000001,3.8026000000000018
Cc1ccc(c(c1)N(Cc2ccccc2)c3ccsc3)SC(=O)N,5.565620000000004,5.565620000000004,,,,,,
c1ccc2c(c1)CC[NH+](C2)C=O,-0.21599999999999997,1.2010999999999998,,,,,,
CC1=C([C@@H](C2=N1)OC(=C(C(C2=O)Cc3ccccc3C(F)(F)F)OC)C(=O)C(=O)C1=O,,,,,,,,
*Oc1ccc(-c2cc(C)c(OCCCCOCCOCCOCCOCCOCCNC(*)=O)cc2)cc1,,,2.7236200000000004,3.355620000000001,4.048720000000002,4.048720000000002,1.6625200000000009,2.68872
*CCCCCCCCCCOC(=O)c1ccc(C(C)(C)c2ccc(O*)cc2)cc1Oc1cc(Ccc2ccccc2)cc1,,,,,,,,
*Oc1ccccc1C(=O)OCCCCCOCCCOc1ccc(OC(=O)c2ccc(*)cc2)cc1,,,4.792200000000005,5.424200000000006,6.035620000000006,6.035620000000006,4.644000000000004,5.276000000000006
*CCCCCCOC(=O)C(CCC)C1CC=C(CC)(C)C(=O)O*,,,,,,,,
COc1ccccc1C(=O)Nc2ccc(cc2)Cl,3.600900000000002,3.600900000000002,,,,,,
c1cc(ccc1Cn2c(ncn2)C(=O)NN)Cl,1.3673999999999997,1.3673999999999997,,,,,,
