PSMILES,num_hbond_donors_sum_fullpolymerfeaturizer,num_hbond_acceptors_sum_fullpolymerfeaturizer,num_rotatable_bonds_sum_fullpolymerfeaturizer,num_rings_sum_fullpolymerfeaturizer,num_non_aromatic_rings_sum_fullpolymerfeaturizer,num_aromatic_rings_sum_fullpolymerfeaturizer,num_atoms_sum_fullpolymerfeaturizer,topological_surface_area_sum_fullpolymerfeaturizer,fraction_bicyclic_rings_sum_fullpolymerfeaturizer,num_aliphatic_heterocycles_sum_fullpolymerfeaturizer,slogp_vsa1_sum_fullpolymerfeaturizer,balaban_j_index_sum_fullpolymerfeaturizer,molecular_weight_sum_fullpolymerfeaturizer,sp3_carbon_count_sum_fullpolymerfeaturizer,sp2_carbon_count_sum_fullpolymerfeaturizer,max_estate_index_sum_fullpolymerfeaturizer,smr_vsa5_sum_fullpolymerfeaturizer,fp_density_morgan1_sum_fullpolymerfeaturizer,total_halogens_sum_fullpolymerfeaturizer,fluorine_count_sum_fullpolymerfeaturizer,chlorine_count_sum_fullpolymerfeaturizer,bromine_count_sum_fullpolymerfeaturizer,iodine_count_sum_fullpolymerfeaturizer,single_bonds_sum_fullpolymerfeaturizer,double_bonds_sum_fullpolymerfeaturizer,triple_bonds_sum_fullpolymerfeaturizer,bridging_rings_count_sum_fullpolymerfeaturizer,max_ring_size_sum_fullpolymerfeaturizer,heteroatom_count_sum_fullpolymerfeaturizer,heteroatom_density_sum_fullpolymerfeaturizer
*CC(*)c1ccc(N(C)c2ccc(OC)cc2)cc1,0.0,2.0,5.0,2.0,0.0,2.0,20.0,12.47,0.0,0.0,9.636772684650527,2.1702667297768388,239.131014164,4.0,14.0,5.203388483417829,13.344558822616634,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,4.0,0.2
*CC(*)=O,0.0,1.0,1.0,0.0,0.0,0.0,5.0,17.07,0.0,0.0,0.0,2.847378923087672,42.010564684,1.0,2.0,9.98611111111111,6.923737199690624,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.6
*CC(*)(C)COc1ccc(OC(=O)CCCCCC)cc1,0.0,3.0,10.0,1.0,0.0,1.0,22.0,35.53,0.0,0.0,9.473725907600098,2.363499374875037,276.172544628,10.0,10.0,11.718304695194576,58.79322575986332,1.25,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,6.0,5.0,0.22727272727272727
*CC(*)(C)CC(F)(F)F,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.887594744367081,124.049984884,8.0,0.0,11.806041666666667,32.36250058591212,1.625,3.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,5.0,0.5
*CC(*)C(=O)OCCCNCCCCC,1.0,3.0,10.0,0.0,0.0,0.0,16.0,38.33,0.0,0.0,5.316788604006331,3.175090977494035,199.157228912,11.0,3.0,11.407981866568177,45.95158251401129,1.5,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,5.0,0.3125
*CC(*)(C)CC(C)(C)C,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.887594744367081,112.12520051199999,8.0,0.0,2.5190972222222223,46.95741366754052,1.375,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.2
*CC(*)C(=O)NC(F)(F)C,1.0,1.0,3.0,0.0,0.0,0.0,11.0,29.1,0.0,0.0,5.316788604006331,3.880008135544113,135.049570284,6.0,3.0,12.185634920634921,26.3147599733884,2.111111111111111,2.0,2.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,6.0,0.5454545454545454
*CCCCCCCCCCCCOc1ccc(C(C)(C)C)cc1OC(CO*)=O,0.0,4.0,16.0,1.0,0.0,1.0,30.0,44.760000000000005,0.0,0.0,9.473725907600098,2.351186864715795,390.27700969599994,18.0,10.0,11.940666008545286,97.31815549741938,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,6.0,6.0,0.2
*Nc1ccc(OC(=O)CCCCCCCCCC(=O)O*)cc1,1.0,5.0,12.0,1.0,0.0,1.0,24.0,64.63,0.0,0.0,10.470530430962235,1.9813659836258646,305.162708216,9.0,13.0,11.769099852799489,57.787394606334104,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,6.0,7.0,0.2916666666666667
*CC(*)c1ccc(C(=O)OCCCCCC/C(C)C)cc1,0.0,2.0,10.0,1.0,0.0,1.0,22.0,26.3,0.0,0.0,0.0,2.2220575284996484,274.193280072,11.0,9.0,11.979293500611142,59.296141336627926,1.2,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,6.0,4.0,0.18181818181818182
*CCCCCCCCCCCCCCCCCCCNC(=O)COCCCCCCCCCCOC(=O)OCCCC(=O)O*,1.0,7.0,36.0,0.0,0.0,0.0,46.0,100.16000000000001,0.0,0.0,5.316788604006331,3.2157302679692448,625.4917534839999,34.0,10.0,11.954402292534464,180.28592101869296,0.5,0.0,0.0,0.0,0.0,0.0,42.0,3.0,0.0,0.0,0.0,10.0,0.21739130434782608
*Oc1ccc(Oc2ccc(/C=C/c3ccc(OC(=O)c4ccc(O*)cc4)cc3)cc2)cc1,0.0,5.0,8.0,4.0,0.0,4.0,34.0,53.99000000000001,0.0,0.0,19.68678069728151,1.3239441719774865,422.115423676,0.0,32.0,12.306311788154565,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,6.0,7.0,0.20588235294117646
*/C=C/C1CC(=O)NCN(*)CC1,1.0,2.0,1.0,1.0,1.0,0.0,13.0,32.34,0.0,1.0,5.316788604006331,2.5016054924538773,152.094963004,6.0,5.0,11.343143424036281,12.841643245852019,1.9090909090909092,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,8.0,5.0,0.38461538461538464
*Oc1cc(C)c(NC(=O)Nc2ccc(O*)cc2)cc1,2.0,3.0,4.0,2.0,0.0,2.0,21.0,59.59,0.0,0.0,20.846631997694075,2.003860016888734,256.084792244,1.0,18.0,11.98298800075586,6.923737199690624,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,6.0,7.0,0.3333333333333333
*CCOC(=O)CCCCC(=O)N*,1.0,3.0,7.0,0.0,0.0,0.0,14.0,55.400000000000006,0.0,0.0,5.733667477162185,3.2674643165825263,171.089543276,6.0,6.0,11.033507889266819,32.60702369139466,1.4166666666666667,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,6.0,0.42857142857142855
*NC(OCCCO)C(=O)O*,2.0,5.0,6.0,0.0,0.0,0.0,12.0,67.78999999999999,0.0,0.0,5.733667477162185,3.5961173656928063,147.053157768,7.0,3.0,10.967499527588814,12.64872279366088,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,7.0,0.5833333333333334
*CC(C)N(*)CCCC,0.0,1.0,5.0,0.0,0.0,0.0,10.0,3.24,0.0,0.0,0.0,3.3088402550227185,113.12044947999999,8.0,0.0,2.7465277777777777,39.654695674071846,1.875,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,0.3
*CC(*)C(=O)CC1CC1,0.0,1.0,4.0,1.0,1.0,0.0,10.0,17.07,0.0,0.0,0.0,2.181341368311716,110.07316494,6.0,2.0,11.32699074074074,32.60702369139466,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,3.0,0.3
*CCCCN(*)C(=O)OCCCCCCCSOC,0.0,4.0,13.0,0.0,0.0,0.0,20.0,38.77,0.0,0.0,0.0,3.2971112436575174,275.15551466,14.0,4.0,11.709502942709632,51.8694885601727,1.2222222222222223,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,7.0,0.35
*CCN(C)c1c(OC)cc(/C=C/C(*)=O)cc1C,0.0,3.0,6.0,1.0,0.0,1.0,19.0,29.54,0.0,0.0,9.636772684650527,3.175247390922873,231.125928784,5.0,12.0,11.108577577074602,13.847474399381248,1.6470588235294117,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,6.0,5.0,0.2631578947368421
*NC(*)(F)C(F)(F)C(F)(F)F,1.0,1.0,2.0,0.0,0.0,0.0,12.0,12.03,0.0,0.0,5.733667477162185,4.847021821216797,165.001318352,10.0,0.0,12.68576388888889,18.39443786403491,1.1,6.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,0.75
*c1ccc(/C=C2/C[Si]2*)cc1,0.0,0.0,1.0,2.0,1.0,1.0,12.0,0.0,0.0,1.0,6.06636706846161,2.1965023203503704,143.031701754,2.0,8.0,2.4451748971193417,6.044095776916472,1.5,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,6.0,3.0,0.25
*CC(*)OC(=O)Cc1ccccc1,0.0,2.0,4.0,1.0,0.0,1.0,14.0,26.3,0.0,0.0,0.0,2.4180801176461197,162.06807956,3.0,9.0,11.42731859410431,19.951440787129552,1.5833333333333333,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,4.0,0.2857142857142857
*Oc1ccc(C(OCC)c2nc(*)nc(C(=O)OCCCCCCCCNC(COC)CCOC)c2)cc1COC,1.0,10.0,23.0,2.0,0.0,2.0,42.0,110.26000000000002,0.0,1.0,16.750636073611577,1.8229580848397304,559.32575078,24.0,16.0,12.887973288717875,70.62217774158188,1.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,6.0,12.0,0.2857142857142857
*c1c(C)c(OCCCCCCCCCCCCC)c(*)n1CCCCCCCCCCCCCCCCCCC,0.0,2.0,31.0,1.0,0.0,1.0,41.0,14.16,0.0,1.0,17.1305500970262,2.006948359099278,543.537915828,33.0,6.0,6.4301219148204325,207.0989734469128,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,5.0,4.0,0.0975609756097561
*OC(CC)O*,0.0,2.0,3.0,0.0,0.0,0.0,7.0,18.46,0.0,0.0,0.0,2.9923028831940863,74.036779432,5.0,0.0,5.138888888888889,19.634585551951847,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.5714285714285714
*CC(*)C(=O)Oc1cccc(F)c1,0.0,2.0,3.0,1.0,0.0,1.0,14.0,26.3,0.0,0.0,4.736862953800049,2.6471866995606024,166.043007684,3.0,9.0,12.73724576404636,13.344558822616634,1.8333333333333333,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,6.0,5.0,0.35714285714285715
*CCCCCCCCCCOC(=O)C(S*)OCC,0.0,4.0,14.0,0.0,0.0,0.0,20.0,35.53,0.0,0.0,0.0,3.3224559988607147,274.160265692,15.0,3.0,11.676824431207443,70.65004575435842,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.0,6.0,0.3
